year,country_name,gdp_per_capita,co2_per_capita,country_code,income_level,region,capital_city,co2_per_capita_scaled
2006,Malta,33344.9386624729,6.56266345593968,MLT,High income,Middle East & North Africa,Valletta,6562663.45593968
2005,Malta,32702.6735836721,6.52421539543476,MLT,High income,Middle East & North Africa,Valletta,6524215.3954347605
2004,Malta,31990.2639651837,6.4961571817339,MLT,High income,Middle East & North Africa,Valletta,6496157.1817339
2003,Malta,32075.2453268293,6.55674365626145,MLT,High income,Middle East & North Africa,Valletta,6556743.65626145
2002,Malta,31136.6410338472,5.86939886708303,MLT,High income,Middle East & North Africa,Valletta,5869398.86708303
2001,Malta,30532.6963698474,6.34763935393916,MLT,High income,Middle East & North Africa,Valletta,6347639.35393916
2000,Malta,30997.4420234995,5.47262533742473,MLT,High income,Middle East & North Africa,Valletta,5472625.33742473
1999,Malta,26067.6587437148,6.23771215084448,MLT,High income,Middle East & North Africa,Valletta,6237712.15084448
1998,Malta,25040.7457806743,6.18681658088646,MLT,High income,Middle East & North Africa,Valletta,6186816.58088646
1997,Malta,23975.153917508,6.47037156045988,MLT,High income,Middle East & North Africa,Valletta,6470371.56045988
1996,Malta,22950.7671620607,6.13600768613206,MLT,High income,Middle East & North Africa,Valletta,6136007.686132059
1995,Malta,22261.0651072333,6.32109141299193,MLT,High income,Middle East & North Africa,Valletta,6321091.41299193
1994,Malta,21079.8130711824,6.7105659863873,MLT,High income,Middle East & North Africa,Valletta,6710565.986387299
1993,Malta,20139.7702713545,7.57565148071143,MLT,High income,Middle East & North Africa,Valletta,7575651.48071143
1992,Malta,19469.5436439371,5.91837178810613,MLT,High income,Middle East & North Africa,Valletta,5918371.78810613
2023,Marshall Islands,6786.69569336005,0.0,MHL,Upper middle income,East Asia & Pacific,Majuro,0.0
2022,Marshall Islands,6844.33467787253,0.0,MHL,Upper middle income,East Asia & Pacific,Majuro,0.0
2021,Marshall Islands,6705.8752915044,0.0,MHL,Upper middle income,East Asia & Pacific,Majuro,0.0
2020,Marshall Islands,6417.1844120548,0.0,MHL,Upper middle income,East Asia & Pacific,Majuro,0.0
2019,Marshall Islands,6405.075649183,0.0,MHL,Upper middle income,East Asia & Pacific,Majuro,0.0
2018,Marshall Islands,5635.30750416112,0.0,MHL,Upper middle income,East Asia & Pacific,Majuro,0.0
2017,Marshall Islands,5199.34447953057,0.0,MHL,Upper middle income,East Asia & Pacific,Majuro,0.0
2016,Marshall Islands,4896.52195451431,0.0,MHL,Upper middle income,East Asia & Pacific,Majuro,0.0
2015,Marshall Islands,4670.10918234761,0.0,MHL,Upper middle income,East Asia & Pacific,Majuro,0.0
2014,Marshall Islands,4491.99193855962,0.0020081934291911,MHL,Upper middle income,East Asia & Pacific,Majuro,2008.1934291911
2013,Marshall Islands,4469.85358393076,0.00394625204711825,MHL,Upper middle income,East Asia & Pacific,Majuro,3946.25204711825
2012,Marshall Islands,4244.04434405648,0.00583441918357027,MHL,Upper middle income,East Asia & Pacific,Majuro,5834.4191835702695
2011,Marshall Islands,4259.11601598475,0.00770608973741499,MHL,Upper middle income,East Asia & Pacific,Majuro,7706.08973741499
2010,Marshall Islands,4269.35843265705,0.00960725539927753,MHL,Upper middle income,East Asia & Pacific,Majuro,9607.25539927753
2009,Marshall Islands,4047.2268061016,0.00961187258501701,MHL,Upper middle income,East Asia & Pacific,Majuro,9611.872585017009
2008,Marshall Islands,3903.30558735427,0.00576590428598885,MHL,Upper middle income,East Asia & Pacific,Majuro,5765.9042859888505
2007,Marshall Islands,4222.41292265497,0.00192178341500913,MHL,Upper middle income,East Asia & Pacific,Majuro,1921.78341500913
2006,Marshall Islands,4075.57643171964,0.0,MHL,Upper middle income,East Asia & Pacific,Majuro,0.0
2005,Marshall Islands,4075.15864759642,0.0,MHL,Upper middle income,East Asia & Pacific,Majuro,0.0
2004,Marshall Islands,4012.34450008422,0.0,MHL,Upper middle income,East Asia & Pacific,Majuro,0.0
2003,Marshall Islands,4040.65511927271,0.0,MHL,Upper middle income,East Asia & Pacific,Majuro,0.0
2002,Marshall Islands,4121.83964547469,0.0,MHL,Upper middle income,East Asia & Pacific,Majuro,0.0
2001,Marshall Islands,4000.73051177545,0.0,MHL,Upper middle income,East Asia & Pacific,Majuro,0.0
2000,Marshall Islands,3772.2158024275,0.0,MHL,Upper middle income,East Asia & Pacific,Majuro,0.0
1999,Marshall Islands,3718.81112079178,0.0,MHL,Upper middle income,East Asia & Pacific,Majuro,0.0
1998,Marshall Islands,3805.88691491571,0.0,MHL,Upper middle income,East Asia & Pacific,Majuro,0.0
1997,Marshall Islands,3867.3428677432,0.0,MHL,Upper middle income,East Asia & Pacific,Majuro,0.0
1996,Marshall Islands,4174.81392150138,0.0,MHL,Upper middle income,East Asia & Pacific,Majuro,0.0
1995,Marshall Islands,4703.43305438961,0.0,MHL,Upper middle income,East Asia & Pacific,Majuro,0.0
1994,Marshall Islands,4396.91464867791,0.0,MHL,Upper middle income,East Asia & Pacific,Majuro,0.0
1993,Marshall Islands,4207.40977448862,0.0,MHL,Upper middle income,East Asia & Pacific,Majuro,0.0
1992,Marshall Islands,4029.34125084967,0.0,MHL,Upper middle income,East Asia & Pacific,Majuro,0.0
2023,Mauritania,6258.71091329181,0.925904356069091,MRT,Lower middle income,Sub-Saharan Africa ,Nouakchott,925904.356069091
2022,Mauritania,6053.26178704876,0.980302676347726,MRT,Lower middle income,Sub-Saharan Africa ,Nouakchott,980302.676347726
2021,Mauritania,5836.56580821897,0.969719574375158,MRT,Lower middle income,Sub-Saharan Africa ,Nouakchott,969719.574375158
2020,Mauritania,5963.23550334684,0.980146000189995,MRT,Lower middle income,Sub-Saharan Africa ,Nouakchott,980146.0001899949
2019,Mauritania,6162.21045071341,0.966782072597403,MRT,Lower middle income,Sub-Saharan Africa ,Nouakchott,966782.072597403
2018,Mauritania,6153.63790853695,0.906312929592628,MRT,Lower middle income,Sub-Saharan Africa ,Nouakchott,906312.929592628
2017,Mauritania,6050.62180822951,0.887711965040612,MRT,Lower middle income,Sub-Saharan Africa ,Nouakchott,887711.965040612
2016,Mauritania,5866.28145291802,0.636853056177702,MRT,Lower middle income,Sub-Saharan Africa ,Nouakchott,636853.056177702
2015,Mauritania,5969.54239881575,0.690047476537201,MRT,Lower middle income,Sub-Saharan Africa ,Nouakchott,690047.476537201
2014,Mauritania,5837.85203652106,0.698815179053526,MRT,Lower middle income,Sub-Saharan Africa ,Nouakchott,698815.179053526
2013,Mauritania,5769.72871359233,0.626995344263665,MRT,Lower middle income,Sub-Saharan Africa ,Nouakchott,626995.344263665
2012,Mauritania,5716.25195847077,0.706735554294323,MRT,Lower middle income,Sub-Saharan Africa ,Nouakchott,706735.554294323
2011,Mauritania,5653.21720469753,0.652104838085754,MRT,Lower middle income,Sub-Saharan Africa ,Nouakchott,652104.8380857541
2010,Mauritania,5605.76389263189,0.623863708413387,MRT,Lower middle income,Sub-Saharan Africa ,Nouakchott,623863.708413387
2009,Mauritania,5639.78745530453,0.640198901002543,MRT,Lower middle income,Sub-Saharan Africa ,Nouakchott,640198.9010025429
2008,Mauritania,5813.35608895899,0.663311834469534,MRT,Lower middle income,Sub-Saharan Africa ,Nouakchott,663311.834469534
2007,Mauritania,6002.77832709959,0.607068924323784,MRT,Lower middle income,Sub-Saharan Africa ,Nouakchott,607068.924323784
2006,Mauritania,6284.70209595667,0.565524976274696,MRT,Lower middle income,Sub-Saharan Africa ,Nouakchott,565524.976274696
2005,Mauritania,5445.82951721956,0.523943207672932,MRT,Lower middle income,Sub-Saharan Africa ,Nouakchott,523943.207672932
2004,Mauritania,5139.22552468863,0.518011171751031,MRT,Lower middle income,Sub-Saharan Africa ,Nouakchott,518011.17175103095
2003,Mauritania,5023.65213880391,0.482683010914168,MRT,Lower middle income,Sub-Saharan Africa ,Nouakchott,482683.010914168
2002,Mauritania,4806.89853853419,0.47202002442805,MRT,Lower middle income,Sub-Saharan Africa ,Nouakchott,472020.02442805003
2001,Mauritania,4847.41086528495,0.43438008630859,MRT,Lower middle income,Sub-Saharan Africa ,Nouakchott,434380.08630858996
2000,Mauritania,5008.60807144572,0.40815920466542,MRT,Lower middle income,Sub-Saharan Africa ,Nouakchott,408159.20466542
1999,Mauritania,5359.9888248268,0.97847974070877,MRT,Lower middle income,Sub-Saharan Africa ,Nouakchott,978479.74070877
1998,Mauritania,5310.15819620267,0.986563357822982,MRT,Lower middle income,Sub-Saharan Africa ,Nouakchott,986563.357822982
1997,Mauritania,5302.36663885953,0.994772127635398,MRT,Lower middle income,Sub-Saharan Africa ,Nouakchott,994772.1276353981
1996,Mauritania,5650.34118566484,1.0279078682446,MRT,Lower middle income,Sub-Saharan Africa ,Nouakchott,1027907.8682445999
1995,Mauritania,5446.26956523892,1.05686939153129,MRT,Lower middle income,Sub-Saharan Africa ,Nouakchott,1056869.3915312898
1994,Mauritania,5097.20839316137,1.04438677118981,MRT,Lower middle income,Sub-Saharan Africa ,Nouakchott,1044386.77118981
1993,Mauritania,5439.82229390695,1.03944759024397,MRT,Lower middle income,Sub-Saharan Africa ,Nouakchott,1039447.5902439699
1992,Mauritania,5350.11804227017,1.09245810256521,MRT,Lower middle income,Sub-Saharan Africa ,Nouakchott,1092458.10256521
2023,Mauritius,26590.4238819278,3.34136637904715,MUS,Upper middle income,Sub-Saharan Africa ,Port Louis,3341366.37904715
2022,Mauritius,24831.3727000712,3.20714949351418,MUS,Upper middle income,Sub-Saharan Africa ,Port Louis,3207149.49351418
2021,Mauritius,22737.5729410543,3.15390726301276,MUS,Upper middle income,Sub-Saharan Africa ,Port Louis,3153907.26301276
2020,Mauritius,21994.6659848681,2.96576499154038,MUS,Upper middle income,Sub-Saharan Africa ,Port Louis,2965764.9915403803
2019,Mauritius,25739.354897588,3.32736959758607,MUS,Upper middle income,Sub-Saharan Africa ,Port Louis,3327369.59758607
2018,Mauritius,25024.1337925763,3.30442161954587,MUS,Upper middle income,Sub-Saharan Africa ,Port Louis,3304421.61954587
2017,Mauritius,24073.2325633886,3.33270877161359,MUS,Upper middle income,Sub-Saharan Africa ,Port Louis,3332708.77161359
2016,Mauritius,23182.0434124374,3.22517086093973,MUS,Upper middle income,Sub-Saharan Africa ,Port Louis,3225170.86093973
2015,Mauritius,22335.2836166732,3.16855375693158,MUS,Upper middle income,Sub-Saharan Africa ,Port Louis,3168553.7569315797
2014,Mauritius,21568.8648549433,3.16355430666472,MUS,Upper middle income,Sub-Saharan Africa ,Port Louis,3163554.3066647197
2013,Mauritius,20811.4949948638,3.06467332895394,MUS,Upper middle income,Sub-Saharan Africa ,Port Louis,3064673.32895394
2012,Mauritius,20183.700066904,2.98021629420598,MUS,Upper middle income,Sub-Saharan Africa ,Port Louis,2980216.29420598
2011,Mauritius,19556.0487831353,2.91886643607015,MUS,Upper middle income,Sub-Saharan Africa ,Port Louis,2918866.43607015
2010,Mauritius,18819.9984117523,2.93881957773513,MUS,Upper middle income,Sub-Saharan Africa ,Port Louis,2938819.57773513
2009,Mauritius,18073.699423333,2.75542736300022,MUS,Upper middle income,Sub-Saharan Africa ,Port Louis,2755427.36300022
2008,Mauritius,17540.2818313137,2.80270166647778,MUS,Upper middle income,Sub-Saharan Africa ,Port Louis,2802701.66647778
2007,Mauritius,16703.9900458722,2.75356356332131,MUS,Upper middle income,Sub-Saharan Africa ,Port Louis,2753563.5633213096
2006,Mauritius,15871.3026347781,2.69149981037216,MUS,Upper middle income,Sub-Saharan Africa ,Port Louis,2691499.81037216
2005,Mauritius,15205.6615966894,2.42482418131755,MUS,Upper middle income,Sub-Saharan Africa ,Port Louis,2424824.18131755
2004,Mauritius,15028.8176367627,2.28017457778564,MUS,Upper middle income,Sub-Saharan Africa ,Port Louis,2280174.57778564
2003,Mauritius,14495.6936667156,2.27506861056397,MUS,Upper middle income,Sub-Saharan Africa ,Port Louis,2275068.61056397
2002,Mauritius,13784.1987532342,2.18857217332256,MUS,Upper middle income,Sub-Saharan Africa ,Port Louis,2188572.1733225603
2001,Mauritius,13659.6351447605,2.15901368149951,MUS,Upper middle income,Sub-Saharan Africa ,Port Louis,2159013.68149951
2000,Mauritius,13322.0201371529,2.05801294662529,MUS,Upper middle income,Sub-Saharan Africa ,Port Louis,2058012.94662529
1999,Mauritius,12433.6697516219,1.8790623747625,MUS,Upper middle income,Sub-Saharan Africa ,Port Louis,1879062.3747625
1998,Mauritius,12272.3195933491,1.55262615895438,MUS,Upper middle income,Sub-Saharan Africa ,Port Louis,1552626.1589543798
1997,Mauritius,11692.0970080181,1.43048235453947,MUS,Upper middle income,Sub-Saharan Africa ,Port Louis,1430482.35453947
1996,Mauritius,11202.2863208629,1.44242131365543,MUS,Upper middle income,Sub-Saharan Africa ,Port Louis,1442421.31365543
1995,Mauritius,10718.5134395605,1.3910555148215,MUS,Upper middle income,Sub-Saharan Africa ,Port Louis,1391055.5148215
1994,Mauritius,10366.5908632392,1.36982116123884,MUS,Upper middle income,Sub-Saharan Africa ,Port Louis,1369821.16123884
1993,Mauritius,10095.1987562615,1.34867419858681,MUS,Upper middle income,Sub-Saharan Africa ,Port Louis,1348674.1985868101
1992,Mauritius,9721.53896258351,1.23778057081944,MUS,Upper middle income,Sub-Saharan Africa ,Port Louis,1237780.57081944
2023,Mexico,21874.0161543764,3.75439189770655,MEX,Upper middle income,Latin America & Caribbean ,Mexico City,3754391.89770655
2022,Mexico,21381.4293104229,3.62283731915151,MEX,Upper middle income,Latin America & Caribbean ,Mexico City,3622837.31915151
2021,Mexico,20776.5927842989,3.54786659341113,MEX,Upper middle income,Latin America & Caribbean ,Mexico City,3547866.59341113
2020,Mexico,19722.7908964584,3.37396129154087,MEX,Upper middle income,Latin America & Caribbean ,Mexico City,3373961.29154087
2019,Mexico,21697.9251453896,3.85856547199239,MEX,Upper middle income,Latin America & Caribbean ,Mexico City,3858565.47199239
2018,Mexico,21991.4275280533,3.82148846798022,MEX,Upper middle income,Latin America & Caribbean ,Mexico City,3821488.46798022
2017,Mexico,21771.2405542751,4.05637657039332,MEX,Upper middle income,Latin America & Caribbean ,Mexico City,4056376.57039332
2016,Mexico,21572.0388768991,4.0599543149425,MEX,Upper middle income,Latin America & Caribbean ,Mexico City,4059954.3149425
2015,Mexico,21402.7526881229,4.04965029740162,MEX,Upper middle income,Latin America & Caribbean ,Mexico City,4049650.2974016205
2014,Mexico,21063.6883678007,4.0140164992127,MEX,Upper middle income,Latin America & Caribbean ,Mexico City,4014016.4992127004
2013,Mexico,20799.3465182862,4.17439314596324,MEX,Upper middle income,Latin America & Caribbean ,Mexico City,4174393.14596324
2012,Mexico,20892.9072002676,4.33344945678331,MEX,Upper middle income,Latin America & Caribbean ,Mexico City,4333449.45678331
2011,Mexico,20451.6989551134,4.2216609449848,MEX,Upper middle income,Latin America & Caribbean ,Mexico City,4221660.944984799
2010,Mexico,20052.5994323276,4.19738559393691,MEX,Upper middle income,Latin America & Caribbean ,Mexico City,4197385.59393691
2009,Mexico,19379.9517576906,4.12095937274701,MEX,Upper middle income,Latin America & Caribbean ,Mexico City,4120959.37274701
2008,Mexico,20986.5047355709,4.2787664460404,MEX,Upper middle income,Latin America & Caribbean ,Mexico City,4278766.4460404
2007,Mexico,21096.1816586125,4.32861291944168,MEX,Upper middle income,Latin America & Caribbean ,Mexico City,4328612.9194416795
2006,Mexico,20959.7777930467,4.32537009970363,MEX,Upper middle income,Latin America & Caribbean ,Mexico City,4325370.0997036295
2005,Mexico,20271.4060928925,4.22722561433396,MEX,Upper middle income,Latin America & Caribbean ,Mexico City,4227225.61433396
2004,Mexico,20121.4183738489,4.12319826676846,MEX,Upper middle income,Latin America & Caribbean ,Mexico City,4123198.26676846
2003,Mexico,19695.7802919668,4.08524049895262,MEX,Upper middle income,Latin America & Caribbean ,Mexico City,4085240.49895262
2002,Mexico,19739.0977706607,3.94818249826802,MEX,Upper middle income,Latin America & Caribbean ,Mexico City,3948182.49826802
2001,Mexico,20072.4266162145,3.94369283983265,MEX,Upper middle income,Latin America & Caribbean ,Mexico City,3943692.83983265
2000,Mexico,20464.588833971,4.02242412797852,MEX,Upper middle income,Latin America & Caribbean ,Mexico City,4022424.12797852
1999,Mexico,19787.5757014163,3.84149085173215,MEX,Upper middle income,Latin America & Caribbean ,Mexico City,3841490.85173215
1998,Mexico,19567.419395986,4.01754554748983,MEX,Upper middle income,Latin America & Caribbean ,Mexico City,4017545.54748983
1997,Mexico,18732.2375729302,3.83635045229743,MEX,Upper middle income,Latin America & Caribbean ,Mexico City,3836350.45229743
1996,Mexico,17770.7451482194,3.69794384159805,MEX,Upper middle income,Latin America & Caribbean ,Mexico City,3697943.8415980497
1995,Mexico,17023.2095584492,3.59047529587441,MEX,Upper middle income,Latin America & Caribbean ,Mexico City,3590475.29587441
1994,Mexico,18417.5056701087,3.87802244037464,MEX,Upper middle income,Latin America & Caribbean ,Mexico City,3878022.44037464
1993,Mexico,17965.4033788245,3.65456916206731,MEX,Upper middle income,Latin America & Caribbean ,Mexico City,3654569.1620673104
1992,Mexico,17791.2724025785,3.61639596410749,MEX,Upper middle income,Latin America & Caribbean ,Mexico City,3616395.96410749
2023,"Micronesia, Fed. Sts.",3886.69657098366,0.0,FSM,Lower middle income,East Asia & Pacific,Palikir,0.0
2022,"Micronesia, Fed. Sts.",3874.19905459701,0.0,FSM,Lower middle income,East Asia & Pacific,Palikir,0.0
2021,"Micronesia, Fed. Sts.",3921.72503036883,0.0,FSM,Lower middle income,East Asia & Pacific,Palikir,0.0
2020,"Micronesia, Fed. Sts.",3839.25896940106,0.0,FSM,Lower middle income,East Asia & Pacific,Palikir,0.0
2019,"Micronesia, Fed. Sts.",3938.55708825637,0.0,FSM,Lower middle income,East Asia & Pacific,Palikir,0.0
2018,"Micronesia, Fed. Sts.",3796.94604530189,0.0,FSM,Lower middle income,East Asia & Pacific,Palikir,0.0
2017,"Micronesia, Fed. Sts.",3811.7896520226,0.0,FSM,Lower middle income,East Asia & Pacific,Palikir,0.0
2016,"Micronesia, Fed. Sts.",3794.74545872368,0.0,FSM,Lower middle income,East Asia & Pacific,Palikir,0.0
2015,"Micronesia, Fed. Sts.",3788.93409996369,0.0,FSM,Lower middle income,East Asia & Pacific,Palikir,0.0
2014,"Micronesia, Fed. Sts.",3632.24156609308,0.0,FSM,Lower middle income,East Asia & Pacific,Palikir,0.0
2013,"Micronesia, Fed. Sts.",3727.42606502724,0.0,FSM,Lower middle income,East Asia & Pacific,Palikir,0.0
2012,"Micronesia, Fed. Sts.",3878.11226988672,0.0,FSM,Lower middle income,East Asia & Pacific,Palikir,0.0
2011,"Micronesia, Fed. Sts.",3958.93215209932,0.0,FSM,Lower middle income,East Asia & Pacific,Palikir,0.0
2010,"Micronesia, Fed. Sts.",3842.23612624613,0.0,FSM,Lower middle income,East Asia & Pacific,Palikir,0.0
2009,"Micronesia, Fed. Sts.",3742.82979616793,0.0,FSM,Lower middle income,East Asia & Pacific,Palikir,0.0
2008,"Micronesia, Fed. Sts.",3669.08649722735,0.0,FSM,Lower middle income,East Asia & Pacific,Palikir,0.0
2007,"Micronesia, Fed. Sts.",3727.33731959645,0.0,FSM,Lower middle income,East Asia & Pacific,Palikir,0.0
2006,"Micronesia, Fed. Sts.",3767.94490260166,0.0,FSM,Lower middle income,East Asia & Pacific,Palikir,0.0
2005,"Micronesia, Fed. Sts.",3747.88375556646,0.0,FSM,Lower middle income,East Asia & Pacific,Palikir,0.0
2004,"Micronesia, Fed. Sts.",3656.0538432884,0.0,FSM,Lower middle income,East Asia & Pacific,Palikir,0.0
2003,"Micronesia, Fed. Sts.",3760.15045830875,0.0,FSM,Lower middle income,East Asia & Pacific,Palikir,0.0
2002,"Micronesia, Fed. Sts.",3696.5853238625,0.0,FSM,Lower middle income,East Asia & Pacific,Palikir,0.0
2001,"Micronesia, Fed. Sts.",3679.19077112542,0.0,FSM,Lower middle income,East Asia & Pacific,Palikir,0.0
2000,"Micronesia, Fed. Sts.",3611.44958436409,0.0,FSM,Lower middle income,East Asia & Pacific,Palikir,0.0
1999,"Micronesia, Fed. Sts.",3456.15330120781,0.0,FSM,Lower middle income,East Asia & Pacific,Palikir,0.0
1998,"Micronesia, Fed. Sts.",3418.56959831033,0.0,FSM,Lower middle income,East Asia & Pacific,Palikir,0.0
1997,"Micronesia, Fed. Sts.",3332.98059836578,0.0,FSM,Lower middle income,East Asia & Pacific,Palikir,0.0
1996,"Micronesia, Fed. Sts.",3559.59341606898,0.0,FSM,Lower middle income,East Asia & Pacific,Palikir,0.0
1995,"Micronesia, Fed. Sts.",3692.60622634763,0.0,FSM,Lower middle income,East Asia & Pacific,Palikir,0.0
1994,"Micronesia, Fed. Sts.",3487.10560054731,0.0,FSM,Lower middle income,East Asia & Pacific,Palikir,0.0
1993,"Micronesia, Fed. Sts.",3571.62920599797,0.0,FSM,Lower middle income,East Asia & Pacific,Palikir,0.0
1992,"Micronesia, Fed. Sts.",3373.98230840518,0.0,FSM,Lower middle income,East Asia & Pacific,Palikir,0.0
2023,Moldova,15855.2737421842,4.03949412946546,MDA,Upper middle income,Europe & Central Asia,Chisinau,4039494.12946546
2022,Moldova,15291.1287359331,3.73997391497611,MDA,Upper middle income,Europe & Central Asia,Chisinau,3739973.9149761098
2021,Moldova,15682.0703284653,3.71637512621306,MDA,Upper middle income,Europe & Central Asia,Chisinau,3716375.12621306
2020,Moldova,13559.2600217483,3.35649474598976,MDA,Upper middle income,Europe & Central Asia,Chisinau,3356494.74598976
2019,Moldova,14621.2401362286,3.41803091631935,MDA,Upper middle income,Europe & Central Asia,Chisinau,3418030.9163193502
2018,Moldova,13895.5043655692,3.27230724847749,MDA,Upper middle income,Europe & Central Asia,Chisinau,3272307.24847749
2017,Moldova,13118.8219369605,3.01336859286241,MDA,Upper middle income,Europe & Central Asia,Chisinau,3013368.59286241
2016,Moldova,12377.366678394,3.00376072083693,MDA,Upper middle income,Europe & Central Asia,Chisinau,3003760.72083693
2015,Moldova,11691.0797484184,2.92534004142486,MDA,Upper middle income,Europe & Central Asia,Chisinau,2925340.04142486
2014,Moldova,11641.1208436577,2.8126733186018,MDA,Upper middle income,Europe & Central Asia,Chisinau,2812673.3186017997
2013,Moldova,11080.0634585341,2.61981047420615,MDA,Upper middle income,Europe & Central Asia,Chisinau,2619810.47420615
2012,Moldova,10158.3854676883,2.91935459059883,MDA,Upper middle income,Europe & Central Asia,Chisinau,2919354.59059883
2011,Moldova,10217.3087761255,2.98252280299325,MDA,Upper middle income,Europe & Central Asia,Chisinau,2982522.80299325
2010,Moldova,9649.9509930271,2.97031743802479,MDA,Upper middle income,Europe & Central Asia,Chisinau,2970317.43802479
2009,Moldova,9001.23432081622,2.72419537395649,MDA,Upper middle income,Europe & Central Asia,Chisinau,2724195.3739564903
2008,Moldova,9563.69814290939,2.762203307059,MDA,Upper middle income,Europe & Central Asia,Chisinau,2762203.307059
2007,Moldova,8854.83397616724,2.79121970261271,MDA,Upper middle income,Europe & Central Asia,Chisinau,2791219.70261271
2006,Moldova,8577.02858037286,2.81478406382301,MDA,Upper middle income,Europe & Central Asia,Chisinau,2814784.06382301
2005,Moldova,8161.47344724765,2.88281178337721,MDA,Upper middle income,Europe & Central Asia,Chisinau,2882811.78337721
2004,Moldova,7573.6178454751,2.72390792476441,MDA,Upper middle income,Europe & Central Asia,Chisinau,2723907.92476441
2003,Moldova,7034.35784911687,2.71004595621794,MDA,Upper middle income,Europe & Central Asia,Chisinau,2710045.95621794
2002,Moldova,6580.27841436838,2.50959594832013,MDA,Upper middle income,Europe & Central Asia,Chisinau,2509595.94832013
2001,Moldova,6090.03474356112,2.45999585351603,MDA,Upper middle income,Europe & Central Asia,Chisinau,2459995.85351603
2000,Moldova,5727.07922525352,2.35667774940609,MDA,Upper middle income,Europe & Central Asia,Chisinau,2356677.74940609
1999,Moldova,5597.46512850295,2.54198596748404,MDA,Upper middle income,Europe & Central Asia,Chisinau,2541985.9674840397
1998,Moldova,5783.48593751483,2.99312455220669,MDA,Upper middle income,Europe & Central Asia,Chisinau,2993124.55220669
1997,Moldova,6185.83952473232,3.27971576205391,MDA,Upper middle income,Europe & Central Asia,Chisinau,3279715.76205391
1996,Moldova,6063.14051693664,3.58301668683772,MDA,Upper middle income,Europe & Central Asia,Chisinau,3583016.6868377198
1995,Moldova,6428.83979448752,4.15122578897467,MDA,Upper middle income,Europe & Central Asia,Chisinau,4151225.7889746698
1994,Moldova,6490.35310271769,4.74685218985791,MDA,Upper middle income,Europe & Central Asia,Chisinau,4746852.18985791
1993,Moldova,9363.59309935118,5.83430724678978,MDA,Upper middle income,Europe & Central Asia,Chisinau,5834307.2467897795
1992,Moldova,9461.42772606577,6.84590392708401,MDA,Upper middle income,Europe & Central Asia,Chisinau,6845903.92708401
2023,Mongolia,16222.8638898529,8.07696892832674,MNG,Upper middle income,East Asia & Pacific,Ulaanbaatar,8076968.928326741
2022,Mongolia,15310.4349469163,7.54001167237666,MNG,Upper middle income,East Asia & Pacific,Ulaanbaatar,7540011.67237666
2021,Mongolia,14792.2509086422,7.34349939903793,MNG,Upper middle income,East Asia & Pacific,Ulaanbaatar,7343499.39903793
2020,Mongolia,14801.3420829185,6.7655605126707,MNG,Upper middle income,East Asia & Pacific,Ulaanbaatar,6765560.5126707
2019,Mongolia,15790.6961126441,7.75199966459312,MNG,Upper middle income,East Asia & Pacific,Ulaanbaatar,7751999.66459312
2018,Mongolia,15230.2408828847,7.15441016723142,MNG,Upper middle income,East Asia & Pacific,Ulaanbaatar,7154410.16723142
2017,Mongolia,14401.5375067562,6.69179276557623,MNG,Upper middle income,East Asia & Pacific,Ulaanbaatar,6691792.76557623
2016,Mongolia,13898.1456953585,6.1880191242324,MNG,Upper middle income,East Asia & Pacific,Ulaanbaatar,6188019.1242324
2015,Mongolia,13974.5967260365,5.95454569481814,MNG,Upper middle income,East Asia & Pacific,Ulaanbaatar,5954545.69481814
2014,Mongolia,13943.4277148653,6.59056877007391,MNG,Upper middle income,East Asia & Pacific,Ulaanbaatar,6590568.770073909
2013,Mongolia,13210.0945665668,6.61532501946354,MNG,Upper middle income,East Asia & Pacific,Ulaanbaatar,6615325.019463539
2012,Mongolia,12078.9185320062,6.21853326313825,MNG,Upper middle income,East Asia & Pacific,Ulaanbaatar,6218533.2631382495
2011,Mongolia,10960.0959283864,5.82701106873339,MNG,Upper middle income,East Asia & Pacific,Ulaanbaatar,5827011.06873339
2010,Mongolia,9507.118823625,5.44270074511926,MNG,Upper middle income,East Asia & Pacific,Ulaanbaatar,5442700.74511926
2009,Mongolia,9095.9769892529,5.17573570806153,MNG,Upper middle income,East Asia & Pacific,Ulaanbaatar,5175735.70806153
2008,Mongolia,9379.85489687765,4.99617698389188,MNG,Upper middle income,East Asia & Pacific,Ulaanbaatar,4996176.98389188
2007,Mongolia,8750.13407442299,5.07727194111882,MNG,Upper middle income,East Asia & Pacific,Ulaanbaatar,5077271.94111882
2006,Mongolia,8043.99678108557,4.9537856501795,MNG,Upper middle income,East Asia & Pacific,Ulaanbaatar,4953785.650179501
2005,Mongolia,7499.84803935428,4.38770276221442,MNG,Upper middle income,East Asia & Pacific,Ulaanbaatar,4387702.762214419
2004,Mongolia,7070.667158451,3.81795335056602,MNG,Upper middle income,East Asia & Pacific,Ulaanbaatar,3817953.35056602
2003,Mongolia,6463.78966651762,3.77455174098745,MNG,Upper middle income,East Asia & Pacific,Ulaanbaatar,3774551.74098745
2002,Mongolia,6117.9824222592,3.94360699167465,MNG,Upper middle income,East Asia & Pacific,Ulaanbaatar,3943606.99167465
2001,Mongolia,5917.07088396343,3.72751371005534,MNG,Upper middle income,East Asia & Pacific,Ulaanbaatar,3727513.71005534
