year,country_name,gdp_per_capita,co2_per_capita,country_code,income_level,region,capital_city
2000,India,3099.5028215766,0.941139242916713,IND,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SAS', 'iso2code': '8S', 'value': 'South Asia'}",New Delhi
1999,India,3041.48258556057,0.92622537283972,IND,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SAS', 'iso2code': '8S', 'value': 'South Asia'}",New Delhi
1998,India,2847.96234988663,0.884123268464253,IND,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SAS', 'iso2code': '8S', 'value': 'South Asia'}",New Delhi
1997,India,2734.52089133672,0.878467461897259,IND,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SAS', 'iso2code': '8S', 'value': 'South Asia'}",New Delhi
1996,India,2680.27888437082,0.850801600457361,IND,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SAS', 'iso2code': '8S', 'value': 'South Asia'}",New Delhi
1995,India,2542.42211133345,0.829389809556429,IND,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SAS', 'iso2code': '8S', 'value': 'South Asia'}",New Delhi
1994,India,2411.46273689083,0.790360111685005,IND,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SAS', 'iso2code': '8S', 'value': 'South Asia'}",New Delhi
1993,India,2307.60714181108,0.75885722469603,IND,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SAS', 'iso2code': '8S', 'value': 'South Asia'}",New Delhi
1992,India,2249.69790389274,0.741634593990166,IND,"{'id': 'LMC', 'iso2code': 'XN', 'value': 'Lower middle income'}","{'id': 'SAS', 'iso2code': '8S', 'value': 'South Asia'}",New Delhi
2023,Indonesia,13889.8828825663,2.39886105222913,IDN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Jakarta
2022,Indonesia,13334.293520304,2.35508357838392,IDN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Jakarta
2021,Indonesia,12757.0746440204,2.23779360089659,IDN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Jakarta
2020,Indonesia,12388.5449268131,2.16241358646151,IDN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Jakarta
2019,Indonesia,12757.7850854842,2.338843802504,IDN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Jakarta
2018,Indonesia,12262.2310300771,2.21327139952212,IDN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Jakarta
2017,Indonesia,11772.5743296107,2.00382979913667,IDN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Jakarta
2016,Indonesia,11319.6634287738,1.91619146584425,IDN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Jakarta
2015,Indonesia,10893.6621142169,1.95725313176892,IDN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Jakarta
2014,Indonesia,10504.3869411088,1.95132793342072,IDN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Jakarta
2013,Indonesia,10121.8141535043,1.85645776868745,IDN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Jakarta
2012,Indonesia,9708.61182531081,1.99554706542114,IDN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Jakarta
2011,Indonesia,9274.96955181702,2.00412047888782,IDN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Jakarta
2010,Indonesia,8848.22473702066,1.80144503739144,IDN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Jakarta
2009,Indonesia,8435.4557468629,1.69136729151269,IDN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Jakarta
2008,Indonesia,8165.06155116624,1.65423079997496,IDN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Jakarta
2007,Indonesia,7802.46406905954,1.69525705806233,IDN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Jakarta
2006,Indonesia,7434.48785352221,1.63894504151653,IDN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Jakarta
2005,Indonesia,7140.8545640704,1.57060210727476,IDN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Jakarta
2004,Indonesia,6843.54654972364,1.58017941991504,IDN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Jakarta
2003,Indonesia,6599.09193597034,1.57139226933304,IDN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Jakarta
2002,Indonesia,6381.94955179996,1.46322212683732,IDN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Jakarta
2001,Indonesia,6190.51954040991,1.45863468834129,IDN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Jakarta
2000,Indonesia,6056.38197842165,1.38418807411905,IDN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Jakarta
1999,Indonesia,5855.65800744994,1.38622877504262,IDN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Jakarta
1998,Indonesia,5897.68530859207,1.32613429701836,IDN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Jakarta
1997,Indonesia,6897.00236563331,1.3340878745674,IDN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Jakarta
1996,Indonesia,6695.40975787395,1.24022592272484,IDN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Jakarta
1995,Indonesia,6312.93453561158,1.19618452241997,IDN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Jakarta
1994,Indonesia,5931.23473426762,1.08216654865227,IDN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Jakarta
1993,Indonesia,5609.15178814269,1.03387458321859,IDN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Jakarta
1992,Indonesia,5357.3758979759,0.960601996980232,IDN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'EAS', 'iso2code': 'Z4', 'value': 'East Asia & Pacific'}",Jakarta
2023,"Iran, Islamic Rep.",15912.0299184195,8.59522584292037,IRN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Tehran
2022,"Iran, Islamic Rep.",15331.3329400419,8.49550522882929,IRN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Tehran
2021,"Iran, Islamic Rep.",14951.8948716503,8.34976909516343,IRN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Tehran
2020,"Iran, Islamic Rep.",14397.1535705748,8.12054880244497,IRN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Tehran
2019,"Iran, Islamic Rep.",14040.6646532072,8.00417701454658,IRN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Tehran
2018,"Iran, Islamic Rep.",14642.4975713628,7.67841235696166,IRN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Tehran
2017,"Iran, Islamic Rep.",15108.1094121896,7.83565723325155,IRN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Tehran
2016,"Iran, Islamic Rep.",14915.5941209299,7.66192732640397,IRN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Tehran
2015,"Iran, Islamic Rep.",13905.1921172487,7.61735124509918,IRN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Tehran
2014,"Iran, Islamic Rep.",14299.5717729808,7.80814640908704,IRN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Tehran
2013,"Iran, Islamic Rep.",13804.7912969754,7.61662863422734,IRN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Tehran
2012,"Iran, Islamic Rep.",14202.5507641889,7.46289872141542,IRN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Tehran
2011,"Iran, Islamic Rep.",14941.2594887409,7.47323566341009,IRN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Tehran
2010,"Iran, Islamic Rep.",14737.1558480906,7.44708511436752,IRN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Tehran
2009,"Iran, Islamic Rep.",14104.9783035628,7.49465211703315,IRN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Tehran
2008,"Iran, Islamic Rep.",14138.8010468136,7.34922531925252,IRN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Tehran
2007,"Iran, Islamic Rep.",14275.7487984834,7.21834833530306,IRN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Tehran
2006,"Iran, Islamic Rep.",13416.8415056781,6.89497424043823,IRN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Tehran
2005,"Iran, Islamic Rep.",13056.2499373752,6.52918540430808,IRN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Tehran
2004,"Iran, Islamic Rep.",12935.7859087138,6.19109034979859,IRN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Tehran
2003,"Iran, Islamic Rep.",12666.2011613517,5.89775618029779,IRN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Tehran
2002,"Iran, Islamic Rep.",11788.8950217415,5.65074339025077,IRN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Tehran
2001,"Iran, Islamic Rep.",10998.1285086842,5.45801418356652,IRN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Tehran
2000,"Iran, Islamic Rep.",10908.2929308945,5.32876311158285,IRN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Tehran
1999,"Iran, Islamic Rep.",10459.1241133566,5.13171355336543,IRN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Tehran
1998,"Iran, Islamic Rep.",10400.8617113544,4.75890066653742,IRN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Tehran
1997,"Iran, Islamic Rep.",10329.8572415436,4.82850483844676,IRN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Tehran
1996,"Iran, Islamic Rep.",10315.1380492974,4.67800443056998,IRN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Tehran
1995,"Iran, Islamic Rep.",9804.54989450776,4.55521448747505,IRN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Tehran
1994,"Iran, Islamic Rep.",9681.26212298202,4.51133781241853,IRN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Tehran
1993,"Iran, Islamic Rep.",9867.29259831817,3.96230881986728,IRN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Tehran
1992,"Iran, Islamic Rep.",10050.3820085854,3.99628778192191,IRN,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Tehran
2023,Iraq,12711.0616746745,4.27980632492102,IRQ,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Baghdad
2022,Iraq,13393.6749428104,4.32205397205041,IRQ,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Baghdad
2021,Iraq,12731.7535755128,4.05924504885642,IRQ,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Baghdad
2020,Iraq,12827.6345392293,4.04701423583406,IRQ,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Baghdad
2019,Iraq,14910.2250318827,4.70127927950192,IRQ,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Baghdad
2018,Iraq,14456.2357053191,4.43234159242137,IRQ,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Baghdad
2017,Iraq,14417.6306896454,4.21176025748352,IRQ,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Baghdad
2016,Iraq,15016.0920644557,3.95906100155325,IRQ,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Baghdad
2015,Iraq,13516.0271989173,3.67151053625834,IRQ,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Baghdad
2014,Iraq,13536.8227681399,3.78350962443043,IRQ,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Baghdad
2013,Iraq,13712.931714296,4.09301471070693,IRQ,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Baghdad
2012,Iraq,13357.0143882323,3.95319639295885,IRQ,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Baghdad
2011,Iraq,12267.5848940645,3.60387649502087,IRQ,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Baghdad
2010,Iraq,11816.8410150233,3.59128315639764,IRQ,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Baghdad
2009,Iraq,11470.5178061728,3.22206188885657,IRQ,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Baghdad
2008,Iraq,11511.9387643638,3.12968787170745,IRQ,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Baghdad
2007,Iraq,10853.8161022286,2.76239735214706,IRQ,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Baghdad
2006,Iraq,10568.9137652953,2.96552882138164,IRQ,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Baghdad
2005,Iraq,10078.4437646814,3.07086366927434,IRQ,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Baghdad
2004,Iraq,10210.5631004936,3.27512508395316,IRQ,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Baghdad
2003,Iraq,6849.3320080035,3.09251033638118,IRQ,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Baghdad
2002,Iraq,11144.0505255902,3.6549049030285,IRQ,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Baghdad
2001,Iraq,12529.6084050976,3.99446539862147,IRQ,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Baghdad
2000,Iraq,12702.1641950892,3.63618557048837,IRQ,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Baghdad
1999,Iraq,11237.8537439925,3.14352865799616,IRQ,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Baghdad
1998,Iraq,9871.73398030775,4.11926483190579,IRQ,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Baghdad
1997,Iraq,7545.72976100631,5.46162343331999,IRQ,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Baghdad
1996,Iraq,6419.36981876252,4.68175885565357,IRQ,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Baghdad
1995,Iraq,5969.66964096052,5.23863600350718,IRQ,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Baghdad
1994,Iraq,6044.87104810181,5.45952600240906,IRQ,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Baghdad
1993,Iraq,6105.04166284904,5.21688363666949,IRQ,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Baghdad
1992,Iraq,4916.26440292597,4.14043176694847,IRQ,"{'id': 'UMC', 'iso2code': 'XT', 'value': 'Upper middle income'}","{'id': 'MEA', 'iso2code': 'ZQ', 'value': 'Middle East & North Africa'}",Baghdad
2023,Ireland,115401.125283215,6.12001657999849,IRL,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Dublin
2022,Ireland,125511.975961656,6.72389027624523,IRL,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Dublin
2021,Ireland,118594.746861627,7.02971331750764,IRL,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Dublin
2020,Ireland,102989.787334912,6.71998655268543,IRL,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Dublin
2019,Ireland,97104.4968281656,7.1781028465813,IRL,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Dublin
2018,Ireland,93717.7562384878,7.63659067954495,IRL,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Dublin
2017,Ireland,88229.6758554195,7.96511535994182,IRL,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Dublin
2016,Ireland,81050.2130153882,8.31110741935111,IRL,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Dublin
2015,Ireland,80980.2234147466,8.00624080569006,IRL,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Dublin
2014,Ireland,65600.9416534583,7.75919222627283,IRL,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Dublin
2013,Ireland,60439.5826342824,7.85736283623743,IRL,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Dublin
2012,Ireland,59455.3055432986,8.17393852810709,IRL,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Dublin
2011,Ireland,59946.9425579809,8.10976392572713,IRL,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Dublin
2010,Ireland,59232.3184482948,8.97399320856418,IRL,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Dublin
2009,Ireland,58570.2262877798,9.07724278587768,IRL,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Dublin
2008,Ireland,62345.1041971106,10.3092207137295,IRL,"{'id': 'HIC', 'iso2code': 'XD', 'value': 'High income'}","{'id': 'ECS', 'iso2code': 'Z7', 'value': 'Europe & Central Asia'}",Dublin
